PGPGRP,CTPPGD,PGPRDC,PGDESC,TOTAV01
4136 ,Peterson Log Sets             ,CHN-30                             ,"30"" CHARRED NRTHRN VNTD LOGS  ",3.00                     
4136 ,Peterson Log Sets             ,CHNA-18/20                         ,"18"" CHARRED ANGEL OAK VNTD LOG",2.00                     
4136 ,Peterson Log Sets             ,CHNA-24                            ,"24"" CHARRED ANGEL OAK VNTD LOG",15.00                    
4136 ,Peterson Log Sets             ,CHNA-30                            ,"30"" CHARRED ANGEL OAK VNTD LOG",4.00                     
4136 ,Peterson Log Sets             ,CHNS-18/20                         ,"18"" CHRD SPLT ANGEL OAK VNTD  ",4.00                     
4136 ,Peterson Log Sets             ,CHNS-24                            ,"24""CHRD SPL ANGEL OAK VNTD LOG",14.00                    
4136 ,Peterson Log Sets             ,CHNS-30                            ,"30""CHRD SPL ANGEL OAK VNTD LOG",4.00                     
4136 ,Peterson Log Sets             ,CHRRSO-18/20                       ,"18"" CHRRD RGGD OAK VENTED LOGS",6.00                     
4136 ,Peterson Log Sets             ,CHRRSO-2-18/20                     ,"18/20"" 2 SIDED RGGD OAK VNTD  ",1.00                     
4136 ,Peterson Log Sets             ,CHRRSO-2-24                        ,"24"" 2 SIDED RGGD OAK VNTD LOGS",1.00                     
4136 ,Peterson Log Sets             ,CHRRSO-2-30                        ,"30"" 2 SIDED RGGD OAK VNTD LOGS",2.00                     
4136 ,Peterson Log Sets             ,CHRRSO-24                          ,"24"" CHRRD RGGD OAK VENTED LOGS",7.00                     
4136 ,Peterson Log Sets             ,CHRRSO-30                          ,"30"" CHRRD RGGD OAK VENTED LOGS",.00                      
4136 ,Peterson Log Sets             ,CHS-18/20                          ,"18/20"" CHARRED SPLIT VNTD LOGS",10.00                    
4136 ,Peterson Log Sets             ,CHS-24                             ,"24"" CHARRED SPLIT VENTED LOGS ",15.00                    
4136 ,Peterson Log Sets             ,CHS-30                             ,"30"" CHARRED SPLIT VENTED LOGS ",2.00                     
4136 ,Peterson Log Sets             ,CHS-36                             ,"36"" CHARRED SPLIT VENTED LOGS ",2.00                     
4136 ,Peterson Log Sets             ,CK-10                              ,"CNNCTR,GAS,SS FLX,30""         ",.00                      
4136 ,Peterson Log Sets             ,CK-5-RHP                           ,"CNNCTR, 12"" FLX               ",.00                      
4136 ,Peterson Log Sets             ,CK-5-SP                            ,"CNNCTR, 12"" FLX,              ",.00                      
4136 ,Peterson Log Sets             ,CK-5-18SP                          ,"18"" SS FLEX GAS CONNECOTR     ",.00                      
4136 ,Peterson Log Sets             ,CK-5-24                            ,"CNNCTR 24"" FLX,               ",.00                      
4136 ,Peterson Log Sets             ,CK-5-24SP                          ,"24"" SS FLEX GAS CONNECTOR     ",.00                      
4136 ,Peterson Log Sets             ,CK-5-36SP                          ,FLEX CONNECTOR                ,.00                      
4136 ,Peterson Log Sets             ,CN-18                              ,"18"" CHESTNUT OAK VNTD LOGS    ",3.00                     
4136 ,Peterson Log Sets             ,CN-24                              ,"24"" CHESTNUT OAK VNTD LOGS    ",3.00                     
4136 ,Peterson Log Sets             ,CN-30                              ,"30"" CHESTNUT OAK VNTD LOGS    ",4.00                     
4136 ,Peterson Log Sets             ,CN-36                              ,"36"" CHESTNUT OAK VNTD LOGS    ",3.00                     
4136 ,Peterson Log Sets             ,COLO-18                            ,"18"" COLONIAL OAK LOGS G52     ",5.00                     
4136 ,Peterson Log Sets             ,COLO-24                            ,"24"" COLONIAL OAK LOGS G52     ",5.00                     
4136 ,Peterson Log Sets             ,COLO-30                            ,"30"" COLONIAL OAK LOGS G52     ",5.00                     
4136 ,Peterson Log Sets             ,CS-10                              ,SELECT WHITE SAND             ,493.00                   
4136 ,Peterson Log Sets             ,CS-10-6                            ,SELECT WHITE SAND CASE OF 6   ,.00                      
4136 ,Peterson Log Sets             ,CS-15                              ,SELECT WHITE SAND             ,.00                      
4136 ,Peterson Log Sets             ,CSTN-20-B                          ,140PC CREEKSTONE BLACK        ,10.00                    
4136 ,Peterson Log Sets             ,CSTN-20-C                          ,140PC CREEKSTONE CLOUD        ,7.00                     
4136 ,Peterson Log Sets             ,CSTN-20-CG                         ,140PC CREEKSTONE MIXED        ,8.00                     
4136 ,Peterson Log Sets             ,CSTN-20-G                          ,CREEKSTONES GREIGE-140 PIECES ,5.00                     
4136 ,Peterson Log Sets             ,DP-2                               ,DECOR PACK                    ,6.00                     
4136 ,Peterson Log Sets             ,DP-5                               ,EMBER ENHANCING DECOR KIT     ,.00                      
4136 ,Peterson Log Sets             ,DP-7                               ,EMBER ENHANCING DECOR KIT     ,1.00                     
4136 ,Peterson Log Sets             ,EB-1                               ,BLACK EMBERS 6 OZ             ,16.00                    
4136 ,Peterson Log Sets             ,EC-2-36-10N                        ,"36"" S/T EPIC BURNER NAT*******",.00                      
4136 ,Peterson Log Sets             ,EC-2-36-10P                        ,"36"" ST EPIC BURNER LP*********",.00                      
4136 ,Peterson Log Sets             ,EC-2-36N                           ,"36"" S/T EPIC BURNER NAT*******",.00                      
4136 ,Peterson Log Sets             ,EC-2-36P                           ,"36"" EPIC BURNER, S/T LP*******",.00                      
4136 ,Peterson Log Sets             ,EC-2-48-10                         ,"48"" S/T EPIC BURNER***********",.00                      
4136 ,Peterson Log Sets             ,EC-2-48-10P                        ,"48"" S/T EPIC BURNER***********",.00                      
4136 ,Peterson Log Sets             ,EC-2-48N                           ,"48"" S/T EPIC BURNER***********",.00                      
4136 ,Peterson Log Sets             ,EC-2-60-10N                        ,"60""EPIC BNR S/T MAMMOTH*******",.00                      
4136 ,Peterson Log Sets             ,EC-2-60-10P                        ,"60""EPIC BNR S/T MAMMOTH*******",.00                      
4136 ,Peterson Log Sets             ,EC-2-60N                           ,"60""EPIC BNR S/T MAMMOTH*******",.00                      
4136 ,Peterson Log Sets             ,EC-36-10N                          ,"36"" NG EPIC BURNER -MAMMOTH***",.00                      
4136 ,Peterson Log Sets             ,EC-36-10P                          ,"36"" LP EPIC BURNER -MAMMOTH***",.00                      
4136 ,Peterson Log Sets             ,EC-36N                             ,"NG 36""EPIC BNR FOR MAMMOTH****",.00                      
4136 ,Peterson Log Sets             ,EC-36P                             ,"36""EPIC BNR FOR MAMMOTH*******",.00                      
4136 ,Peterson Log Sets             ,EC-48-10N                          ,"48"" NG EPIC BURNER -MAMMOTH***",.00                      
4136 ,Peterson Log Sets             ,EC-48-10P                          ,"48"" LP EPIC BURNER -MAMMOTH***",.00                      
4136 ,Peterson Log Sets             ,EC-48N                             ,"48""EPIC BNR FOR MAMMOTH*******",.00                      
4136 ,Peterson Log Sets             ,EC-60-10N                          ,"60"" NG EPIC BURNER -MAMMOTH***",-1.00                    
4136 ,Peterson Log Sets             ,EC-60-10P                          ,"60""EPIC BNR FOR MAMMOTH*******",.00                      
4136 ,Peterson Log Sets             ,EC-60N                             ,"60""EPIC BNR FOR MAMMOTH*******",.00                      
4136 ,Peterson Log Sets             ,ECV-16/18                          ,"16/18""EVENING FYRE CHARRED VF ",15.00                    
4136 ,Peterson Log Sets             ,ECV-2-16/18                        ,"16/18""VF EVNG FYRE CHRRD 2SIDE",.00                      
4136 ,Peterson Log Sets             ,ECV-2-24                           ,"24""VF EVNG FYRE CHRRD VF 2SIDE",3.00                     
4136 ,Peterson Log Sets             ,ECV-24                             ,"24"" EVENING FYRE CHARRED VF   ",40.00                    
4136 ,Peterson Log Sets             ,ECV-30                             ,"30"" EVENING FYRE CHARRED VF   ",15.00                    
4136 ,Peterson Log Sets             ,EFV-16/18                          ,"16/18"" EVENING FIRE VF LOGS   ",5.00                     
4136 ,Peterson Log Sets             ,EFV-2-16/18                        ,"16/18"" EVENING FIRE VF 2SIDED ",.00                      
4136 ,Peterson Log Sets             ,EFV-2-24                           ,"24""2SIDED EVENING FIRE VF LOGS",2.00                     
4136 ,Peterson Log Sets             ,EFV-24                             ,"24"" EVENING FIRE VF LOGS      ",16.00                    
4136 ,Peterson Log Sets             ,EFV-30                             ,"30"" EVENING FIRE VF LOGS      ",6.00                     
4136 ,Peterson Log Sets             ,EH-1H                              ,"HANDLE, SPK-21 & AV-18        ",.00                      
4136 ,Peterson Log Sets             ,EH-14                              ,"EXTENSION HANDLE, APK-17      ",.00                      
4136 ,Peterson Log Sets             ,EM-1S                              ,SUPER EMBERS                  ,46.00                    
4136 ,Peterson Log Sets             ,EM-11                              ,BRYTE COALS                   ,68.00                    
4136 ,Peterson Log Sets             ,EM-21A                             ,EMBERS                        ,.00                      
4136 ,Peterson Log Sets             ,EM-21B                             ,EMBERS                        ,.00                      
4136 ,Peterson Log Sets             ,EM-22                              ,"GLOWING EMBERS, G19-18/20     ",.00                      
4136 ,Peterson Log Sets             ,EM-22A                             ,GLOWING EMBERS A              ,.00                      
4136 ,Peterson Log Sets             ,EM-22B                             ,EMBERS                        ,.00                      
4136 ,Peterson Log Sets             ,EM-23                              ,"GLOWING EMBERS, G19-24/30     ",.00                      
4136 ,Peterson Log Sets             ,EM-9                               ,"EMBERS,.08 OZ BX              ",.00                      
4136 ,Peterson Log Sets             ,EMV-1                              ,PLATINUM EMBERS-VENTFREE      ,17.00                    
4136 ,Peterson Log Sets             ,EM1-12                             ,EMBER GLOW 12 PACK************,.00                      
4136 ,Peterson Log Sets             ,ENO-18                             ,"18"" CHAR EVERGREEN OAKLOGS G52",15.00                    
4136 ,Peterson Log Sets             ,ENO-24                             ,"24"" CHAR EVERGREEN OAKLOGS G52",15.00                    
4136 ,Peterson Log Sets             ,ENO-30                             ,"30"" CHAR EVERGREEN OAKLOGS G52",7.00                     
4136 ,Peterson Log Sets             ,ENS-18                             ,"18"" CHAR EVERGRN SPLIT LOG G52",3.00                     
4136 ,Peterson Log Sets             ,ENS-24                             ,"24"" CHAR EVERGRN SPLIT LOG G52",9.00                     
4136 ,Peterson Log Sets             ,ENS-30                             ,"30"" CHAR EVERGRN SPLIT LOG G52",3.00                     
4136 ,Peterson Log Sets             ,EPK-05                             ,NG SMART VALVE KIT************,.00                      
4136 ,Peterson Log Sets             ,EPK-05P                            ,LP SMART VALVE KIT************,.00                      
4136 ,Peterson Log Sets             ,EPK-1M                             ,NG ELEC PILOT KIT*************,.00                      
4136 ,Peterson Log Sets             ,EPK-1M-AD                          ,NG ELEC PILOT W/ADPT PLG/BKT**,8.00                     
4136 ,Peterson Log Sets             ,EPK-1MP                            ,LP ELEC PILOT KIT*************,.00                      
4136 ,Peterson Log Sets             ,EPK-1N                             ,NG ELEC PILOT KIT W/REMOTE****,6.00                     
4136 ,Peterson Log Sets             ,EPK-1P                             ,ELECTRONIC PILOT KIT W/RMT****,2.00                     
4136 ,Peterson Log Sets             ,EPK-2M                             ,NG ELEC PILOT                 ,.00                      
4136 ,Peterson Log Sets             ,EPK-2M-AD                          ,NG ELEC PILOT                 ,.00                      
4136 ,Peterson Log Sets             ,EPK-2M-AD/LP                       ,LP ELEC PILOT                 ,.00                      
